noise_sd,bias,abs_bias,rmse,coverage,posterior_std_mean,ci_low_mean,ci_high_mean,interval_width_mean
0.0,0.22231293916702266,0.22231293916702266,0.27314584670581393,0.98,0.3065712660619713,0.6234230417276031,1.8256001749370525,1.2021771332094493
0.02,0.22621514916419994,0.22621514916419994,0.27631610233116255,0.98,0.3074296299648385,0.6247786032628789,1.8298908904671294,1.2051122872042506
0.05,0.24067596077918996,0.24067596077918996,0.2895487503688923,0.98,0.30721310019608106,0.6413109194487647,1.8446099721308853,1.2032990526821208
0.1,0.2698079168796539,0.2698079168796539,0.3277496126672267,0.98,0.30856406304060946,0.6644469340477933,1.8771781474533742,1.2127312134055812
0.15,0.29621325612068183,0.29621325612068183,0.3567683706300495,0.96,0.30905261431994435,0.6905875212855606,1.9010573978738279,1.2104698765882675
