Nc,scenario,rep,method,theta_hat,ci_low,ci_high,theta_true
50,sc1,16,Commensurate,0.9744492650730604,0.8000543996058113,1.1532636322245988,1.0
50,sc1,16,NPE,0.8957957625389099,0.2442653349441737,1.523590025755704,1.0
50,sc1,17,PSPower,1.227173675731221,1.058899515950098,1.395447835512344,1.0
50,sc1,17,IW,1.2777834004649444,1.0544827818633802,1.5010840190665087,1.0
50,sc1,17,Commensurate,1.2172281602067998,1.0319541049418532,1.4035731020087836,1.0
50,sc1,17,NPE,1.6153568029403687,1.0642216414634185,2.1553776265793316,1.0
50,sc1,18,PSPower,1.1227017210069858,0.9241830123882925,1.321220429625679,1.0
50,sc1,18,IW,1.165687098770306,0.8927671733829485,1.4386070241576636,1.0
50,sc1,18,Commensurate,1.1104030628361043,0.900707682374535,1.3131659571649041,1.0
50,sc1,18,NPE,1.1770673990249634,0.6235655225453935,1.7376597230869923,1.0
50,sc1,19,PSPower,0.8585456049895,0.6584403758332978,1.0586508341457024,1.0
50,sc1,19,IW,0.8546434172411327,0.5744313823077647,1.1348554521745007,1.0
50,sc1,19,Commensurate,0.8327623075795421,0.6321121083948567,1.0381914748229997,1.0
50,sc1,19,NPE,1.211254358291626,0.5958373890831042,1.829400626047049,1.0
50,sc1,20,PSPower,0.852584447723018,0.6386878177469157,1.0664810776991203,1.0
50,sc1,20,IW,0.8402434552380726,0.556987977330574,1.1234989331455711,1.0
50,sc1,20,Commensurate,0.8260959091621906,0.6187341587051708,1.0192702584376871,1.0
50,sc1,20,NPE,0.9001928567886353,0.3024110210341779,1.514745688576907,1.0
50,sc1,21,PSPower,1.0930352281117337,0.8793696443100767,1.3067008119133907,1.0
50,sc1,21,IW,1.1206893967505553,0.840144772671346,1.4012340208297647,1.0
50,sc1,21,Commensurate,1.0725933362555802,0.8598705012459961,1.2729267940191367,1.0
50,sc1,21,NPE,1.2458956241607666,0.654737556037256,1.8339568637662114,1.0
50,sc1,22,PSPower,0.9812488296432645,0.7788813332539749,1.183616326032554,1.0
50,sc1,22,IW,0.9174420801103383,0.6516364232965628,1.183247736924114,1.0
50,sc1,22,Commensurate,0.9367610846118614,0.726265445738959,1.1468758635954248,1.0
50,sc1,22,NPE,0.8483413457870483,0.3223205969074844,1.383703911146278,1.0
50,sc1,23,PSPower,1.0206319452932129,0.8310080146985018,1.210255875887924,1.0
50,sc1,23,IW,1.1066194541641876,0.8590131233487228,1.3542257849796524,1.0
50,sc1,23,Commensurate,1.0450609795764698,0.8628255757399144,1.224645856693731,1.0
50,sc1,23,NPE,1.4259361028671265,0.8495514281107646,2.014767473654961,1.0
50,sc1,24,PSPower,1.0411362707549618,0.8562243294750453,1.2260482120348783,1.0
50,sc1,24,IW,0.9723626603126976,0.7321794500576989,1.2125458705676964,1.0
50,sc1,24,Commensurate,1.028077313027975,0.8172281476360865,1.2455603214647073,1.0
50,sc1,24,NPE,1.6995551586151123,1.003556697993066,2.401208537700694,1.0
50,sc1,25,PSPower,0.9939840997392292,0.7604007040101806,1.2275674954682778,1.0
50,sc1,25,IW,0.9315368888455903,0.6423604396779705,1.22071333801321,1.0
50,sc1,25,Commensurate,0.984153931281606,0.7731830722478448,1.1963315616205332,1.0
50,sc1,25,NPE,0.9511935710906982,0.3842752417758792,1.500439215334146,1.0
50,sc1,26,PSPower,0.9912871514321758,0.7840544603798727,1.198519842484479,1.0
50,sc1,26,IW,0.8980197625058177,0.6181693238231447,1.1778702011884907,1.0
50,sc1,26,Commensurate,0.9878990242089664,0.7834008937578286,1.189356631610709,1.0
50,sc1,26,NPE,0.8510525822639465,0.22767721179252734,1.4860653185408694,1.0
50,sc1,27,PSPower,1.0073984759804269,0.7701569167085868,1.244640035252267,1.0
50,sc1,27,IW,0.9848119602029196,0.6665390351845661,1.303084885221273,1.0
50,sc1,27,Commensurate,1.0143426612003528,0.7920862595962607,1.2420572364175286,1.0
50,sc1,27,NPE,1.340734601020813,0.7680185458755487,1.909306862475596,1.0
50,sc1,28,PSPower,0.9903518721091361,0.7469713897156232,1.233732354502649,1.0
50,sc1,28,IW,1.0600809422983077,0.7211337860425244,1.399028098554091,1.0
50,sc1,28,Commensurate,1.0170517540848438,0.7765774844516793,1.2458502549350519,1.0
50,sc1,28,NPE,1.2811590433120728,0.5757928769813646,1.9874098286546262,1.0
50,sc1,29,PSPower,0.9208433780475175,0.7159601089227297,1.1257266471723053,1.0
50,sc1,29,IW,0.9530743454423981,0.6601038502760015,1.2460448406087947,1.0
50,sc1,29,Commensurate,0.9315215993303668,0.7424154744774623,1.1208161964716343,1.0
50,sc1,29,NPE,1.1141725778579712,0.5249104189483331,1.702834342960048,1.0
50,sc1,30,PSPower,0.9916410445440539,0.8246609700465843,1.1586211190415234,1.0
