delta_sd,n_repeats,posterior_mean_mean,posterior_mean_sd,posterior_std_mean,ci_low_mean,ci_high_mean,interval_width_mean,interval_width_sd,final_val_loss_mean,theta_empirical_logit_concurrent,theta_empirical_logit_external,theta_empirical_logit_pooled,theta_offset_mle_concurrent,theta_offset_mle_pooled,delta_offset_mle_external,observed_concurrent_rate,observed_external_rate
0.5,5,-1.5728159189224242,0.06842576991187403,0.8644984483718872,-3.2807725361933584,0.1221447251781452,3.4029172613715035,0.08509281513067977,0.8553903579711915,-1.5841201044498106,-0.5029204442588773,-1.0053941598360088,-1.074894240096868,-0.7239508462050234,0.6021775749119384,0.1702127659574468,0.3768545994065282
0.75,5,-1.5834613561630249,0.04784697482968652,0.8622251033782959,-3.286804170064232,0.10713231851845155,3.3939364885826833,0.09283270002472782,0.8575016498565674,-1.5841201044498106,-0.5029204442588773,-1.0053941598360088,-1.074894240096868,-0.7239508462050234,0.6021775749119384,0.1702127659574468,0.3768545994065282
1.0,5,-1.587218451499939,0.07165610983925264,0.8563245534896851,-3.2789829975700173,0.09178904977295235,3.3707720473429688,0.0957003161403533,0.8575103044509887,-1.5841201044498106,-0.5029204442588773,-1.0053941598360088,-1.074894240096868,-0.7239508462050234,0.6021775749119384,0.1702127659574468,0.3768545994065282
1.25,5,-1.5922744512557983,0.0915979414007428,0.8536949157714844,-3.278905003932164,0.08156050549726204,3.360465509429426,0.09703707842624236,0.8572177529335022,-1.5841201044498106,-0.5029204442588773,-1.0053941598360088,-1.074894240096868,-0.7239508462050234,0.6021775749119384,0.1702127659574468,0.3768545994065282
