python_version,platform,theta_true,b_reps,nc_values,n_external,max_analyses,n_sims,n_epochs,npe_training_time_override_sec,npe_path,npe_training_time_sec,seed
"3.12.13 (main, Mar  4 2026, 09:23:07) [GCC 11.4.0]",Linux-6.6.113+-x86_64-with-glibc2.35,1.0,50,"50,100",200,1000,5000,100,,/content/results_main_no_ot_model/npe_pretrained.pt,46.798121173,20260306
