n_analyses,Commensurate,IW,NPE,PSPower
1,1.0742366032950006,0.001221706976663152,46.81011378789667,0.008499315448333485
10,10.742366032950006,0.01221706976663152,46.918047321966675,0.08499315448333486
50,53.711830164750026,0.061085348833157596,47.39775191783339,0.42496577241667427
100,107.42366032950005,0.12217069766631519,47.99738266266677,0.8499315448333485
500,537.1183016475003,0.6108534883315759,52.794428621333886,4.249657724166743
1000,1074.2366032950006,1.2217069766631519,58.79073606966777,8.499315448333485
